title_line
13083215	中文名灭世的眼泪作者寂寞之瞳小说进度连载连载网站起点中文网; 《灭世的眼泪》是连载于起点中文网的一部玄幻小说，作者是寂寞之瞳。 小说类型玄幻小说内容简介别人眼中,一个杀人不眨眼的恶魔,结局会如何?两世的毁灭,只是为了换来第三世的眼泪?这又是为何?对于毁灭世界的他而言,未来,会是什么? 灭世的眼泪	6
5775615	中文名抓水果训练外文名Bunny Fruit Grab大小666K游戏类型益智小游戏　 　; 《抓水果训练》是一款益智小游戏，游戏大小为666K。 背景设定你看小鼹鼠多可爱，它想吃水果于是去抓，抓到多少算多少哟！操作指南鼠标点击操作。游戏目标抓到更多的水果吧。 抓水果训练	3
12435578	书名上海产业与上海职工作者朱邦兴，胡林阁，徐声合编页数719 页定价2.95元出版社上海人民出版社出版时间1984-06装帧32副标题上海史资料丛刊统一书号11074-584; 内容简介共产党对上海的工业、经济和工运史进行的一次系统的综合性的初步调查 上海产业与上海职工	5
18866722	2015年11月21日18:30，香港著名演员徐锦江个人艺术展“徐徐丹青似锦江”在北京时代美术馆隆重开幕。 本次艺术展是徐锦江个人首次开办展览，由北京时代美术馆主办、殷平（蚂蚁）策划。本次展览以一种更为开放的态度，让艺术家与徐锦江互动交流，从而自由生发出创作动机和创作理念。据北京时代美术馆馆长王艺介绍，原本展览是徐锦江的个人艺术展，在展览筹备中徐锦江并不希望独享自己在影视艺术界的影响力，希望能够带动更多的青年艺术家，为他们提供舞台和展示自己的机会。展览召集了各个门类优秀青年艺术家，以徐锦江从艺以来塑造过的经典角色为符号主题进行作品创作，展览期间将展出近百件作品。其中，徐锦江本人多年创作的绘画、雕塑等不同种类艺术品也会第一次向公众开放展览，让观众看到一个不一样的徐锦江。据悉，此次展览将持续至11月25日。 “徐徐丹青似锦江”个人艺术展	2
12437297	书名中国书法全集（全4卷）作者唐书同ISBN9787560148571页数230定价298.00元出版社吉林大学出版社出版时间2010-1装帧平装副标题中国书法全集; 《中国书法全集（全4卷）》是2010年吉林大学出版社出版的图书，作者是唐书同。 内容介绍《中国书法全集(套装全4卷)》选取了古今书法名家的墨迹汇集而成，使青少年在鉴赏的过程中提高自己的书法造诣和审美情趣，同时也是书法爱好者不可多得的经典读本。书法是汉字的书写艺术。它不仅是中华民族的文化瑰宝，而且在世界文化艺术宝库中独放异彩。汉字在漫长的演变发展的历史长河中，一方面起着思想交流、文化继承等重要的社会作用，另一方面它本身又形成了一种独特的造型艺术。近代经过考证，关于中国文字起源，一般认为在距今约5000～6000年左右中国黄河中游的“仰韶文化时期”，已经创造了文字。仰韶文化因1921年首先在河南渑池仰韶村发现而得名。近40余年，又陆续有许多发现。书法，又称“中国书法”，是中国特有的一种传统艺术。中国汉字是劳动人民创造的，开始以图画记事，经过几千年的发展，演变成了当今的文字，又因祖先发明了用毛笔书写，便产生了书法。古往今来，均以毛笔书写汉字为主，至于其他书写形式，如硬笔、指书等，其书写规律与毛笔书写规律相比，并非迥然不同，而是基本相通。书法，是一门有法度的高级艺术，重在“法度”。有“法”无“法”，就是书匠和书法家的区别。作品目录中国书法全集1A爱新觉罗·弘历爱新觉罗·玄烨爱新觉罗·毓喦安瑾安廷山安曦贵B巴根汝巴慰祖白蕉白居易白应东白玉蟾白振奇包备五包世臣鲍贤伦贝义渊毕民望边成边健如卞壶卞竞武C蔡卞蔡慧蓣蔡京蔡静安蔡立群蔡任平蔡省庐蔡守蔡松平蔡祥麟蔡襄蔡心谷蔡邕蔡羽曹操曹广基曹厚德曹庆辉曹世钦曹植曹志桂柴建方查士标柴建国昌少军常学铭陈邦彦陈必武陈炳昶陈波陈淳陈大羽……DFGH中国书法全集2中国书法全集3中国书法全集4 中国书法全集（全4卷）	5
23812040	妇好鸟足鼎通高13.2、口径11.9厘米商代后期河南安阳殷墟妇好墓出土河南博物院藏 妇好鸟足鼎	7
6079376	中文名申屠云章别名号芳草室主国籍中国出生日期1930年; 申屠云章：1930年出生，号芳草室主，晚号雁埠老民。幼承庭训，习唐碑，后得申石伽、马一浮等诸先生指教，专攻秦汉六朝碑；擅山水，能花鸟，深究元明和清初四画僧；偶作指画，另有别趣；篆刻出自秦汉而有天趣。通史论，精鉴赏。 个人简介申屠云章：晚号雁埠老民。幼承庭训，习唐碑，后得申石伽、马一浮等诸先生指教，专攻秦汉六朝碑；擅山水，能花鸟，深究元明和清初四画僧；偶作指画，另有别趣；篆刻出自秦汉而有天趣。通史论，精鉴赏。著有《中国花鸟画史》、《芳草室画余》等。生平事迹被录入《中国文艺家传集》、《中国美术年鉴》、《中国印学年鉴》等几部集册。 申屠云章	0
16576419	中文名称王宁化龙传作者无奈的白菜类型都市异能连载平台纵横中文网出版日期2014-08-07; 《王宁化龙传》是百度文学旗下纵横中文网签约作家无奈的白菜创作的一部都市异能小说，小说已于2014-08-07正式发布。 内容简介深渊怒龙声狂吟，破晓惊凤仰天鸣！且看一个农村小子的化龙传奇！ 王宁化龙传	6
9429450	书名中华兵学的魅力：中国兵学文化引论作者张文儒ISBN9787301139615类别 政治/军事 > 中国军事页数411出版社北京大学出版社出版时间2008-07-01装帧平装开本16; 《中华兵学的魅力：中国兵学文化引论》是2008年北京大学出版社出版的图书，作者是张文儒。 内容简介中国的兵书，特别其中有代表性的几种兵书，也同其余的重要学术著作一样，表现了中华文化的特有品质。只须浏览其中几本，便会感觉到其有一种独抵华屋之下，一览群小的气度。虽说言兵，但不限于军旅之事，而是拓宽视野，将经济、政治、人文意识、宗教心理、艺术以及其他相关的各种要素，统摄于一体，使人获得一种整体印象。常常通过形象而生动的例证，给人以哲学与文化的教益。目录作者的话序言第一章 中国古代战争与兵学文化缘起第一节 中国古代战争和兵学文化意识的产生第二节 中国兵学文化的初期形态第二章 孙武和《孙子兵法》第一节 孙武的军事业绩及《孙子兵法》问世第二节 《孙子兵法》的军事思想第三节 《孙子兵法》的哲学思想第四节 《孙子兵法》与现代科学思维第五节 《孙子兵法》在国内外第三章 吴起和《吴子兵法》第一节 战国初期的战争和吴起的生平第二节 《吴子兵法》概观第四章 孙膑和《孙膑兵法》第一节 孙膑和《孙膑兵法》脉络第二节 道、人、攻、变第五章 先秦其他兵学论著第一节 《司马法》第二节 《尉缭子》第三节 《六韬》第六章 先秦其他著作中的兵学文化思想第七章 汉、唐兵学文化论著第八章 宋、元、明、清兵学文化论著第九章 中国兵学与中华文化参考书目后记作者简介张文儒，山西定襄人，1937年出生于太原。北京大学哲学系教授，博士生导师。中国当代研究兵学文化的杰出学者。历任北京大学中国现代哲学教研室主任，全国军事辩证法研究会常务理事，中国现代哲学史学会副会长、顾问等职。讲授过“中国现代哲学”、“中国兵学文化”、“东西方军事哲学比较研究”、“孙子兵法与企业战略”等课程，出版过《军事辩证法》、《中国现代哲学》、《中国兵学文化》、《孙武、孙膑·中华文化》、《中外名战与名帅——兼论东西方兵学文化意识》、《孙子兵法与企业战略》等著作。 中华兵学的魅力：中国兵学文化引论	5
20929645	公司类型有限责任公司登记机关苏州市吴中区市场监督管理局成立时间2002年02月07日发照时间2014年03月25日; 苏州事成制衣有限公司于2002年02月07日在苏州市吴中区市场监督管理局登记成立。法定代表人毕文忠，公司经营范围包括制造、加工、销售：服装、服饰；销售：服装面辅料等。 企业信息 苏州事成制衣有限公司	4
4266567	中文名称槐树凹村行政区类别村所属地区山西省运城市盐湖区东城人口2386人; 山西省运城市盐湖区东城办槐树凹村位于运城市区东部，东邻学院路，西邻中银路，南接盐池，北邻禹都大道，是运城市中心黄金地段，也是运 城市党政军所在地，交通十分便利，有12路、8路、9路、1路公车经过。全村现有五个居民组，791户，人口2386人，外来人口约8000多人，村占地面积720亩，党员人数131人，劳力人数为600多人，属于典型的“城中村”，居民已不再从事农业生产，主要以房屋租赁、交通运输、从事第三产业为其主要经济来源。村容整洁，邻里和睦，风气良好。村中心建有一个农村书屋，丰富了村民的文化生活；村广场的体育健身器材，更加丰富了村民的业余生活。近年来，槐树凹“两委”班子在区委、区政府、东城办事处党工委的正确领导下，紧紧围绕“两个千方百计”的工作思路，依托城市创新理念，实事求是，以经济建设为主，重点在增加农民收入上狠下功夫，积极发挥地理优势，取得良好成效，使农民人均收入突破万元，人民生活水平得到极大改善。在“两委”一班人的带领下，努力把槐树凹建设成为都市商贸村、一流文明村、宽裕型小康村，实现“学有所教、劳有所得、病有所医、老有所养、住有所居”的“五有”蓝图。 由来槐树凹村是由一片凹地和凹地两旁众多槐树而得名的。叫“凹”而不叫“洼”，是因为当时凹的南北走向有一条沟，南到盐池的禁墙，北到姚暹渠，从不积水之故。为什么这片凹地有众多的千年古槐，这还得从古代相传的传说说起：武王伐纣时，姜太公亲到河东联络各个部族和方国为武王充实军力。由于姜谙熟易经，每到一地都仰观俯察，以掌天地经脉理络。在河东晚上观星时，发现北斗第三星旁卧一青龙，不禁惊诧，这北斗第三星为玑，玑参梁魏主河东。低首俯察，原来是黄帝擒贼之地，于是，细理爻卦，精推乾坤，发现这地方理数不足，缺一灵性。天有日，地有龙，这天地之精气再加灵性，也就全了这方圣地的天地人三界之愿，成了真正的风水宝地。于是姜对将士门说：“如果你们战死沙场，或有功年老故去，都把你们葬在这里。这是圣宝之地，可以使你们的家庭永远昌盛繁华。如果怕死、投敌、叛逃，就和蚩魔一样处死在它的西方。”以后的历朝各代，为了匡扶正义，都将犯法人与蚩魔罪论同，处死在城西，这个习俗一直沿用到解放初期。从西周后起，在河东的蒲、虞、芮、郇、瑕、翼、魏、耿、张、解、猗各诸侯封地的封侯、首领死后都或多或少地葬在这块地方，以吸纳天地之精气，求家族之兴旺，从此成了墓葬之地。从春秋战国至汉、唐、宋、明、清都有大量的墓葬群体，到后来也有平民百姓坟地。有墓葬，就有看墓人，有庙，有祠堂，房屋住所，自然就有了林木。二十世纪三十年代还有众多古柏存在，战乱年代都被伐去，唯独剩下空了心的千年古槐得以延续。再往后，由于建房、扩街，1959年吃大锅饭时，都砍掉当了柴烧，仅剩颇有灵气的一棵。在1978年平田整地时，挖出一块比普通砖大一些的长方形方砖，上用朱砂写“xxx葬于槐树凹南”，落款是崇祯十七年。这是迄今槐树凹仨字见于字面的最早证据，距今三百多年。2012年年度公开承诺一、狠抓党建工作，坚持“三会一课”，加强党员教育，每年发展新党员2—3人，使党员队伍年轻化、知识化。二、继续传承德孝文化，逢年过节给60周岁以上的老人发放100元 ，每年定期体检；给全体村民发放米、面、油等福利。三、健全信访工作机制，加大矛盾排查化解力度，做到早发现、早介入、早控制，把信访苗头化解在萌芽状态，确保老上访 户做到化解、稳控要到位，力求无一人上访。四、积极配合街道党工委和办事处完成上级下达的各项工作任务。抓好干部的党风廉政建设工作，以“八项制度”管好干部，做好财务、政务工作，认真落实“三务公开”，抓好便民服务值班和阳光农廉工作，公平、公正、诚信待人，接受群众监督。五、2012年全面完成农村新的“五个全覆盖”工程：巷道全部硬化，完善农家书屋的软硬件设施，户外体育健身器材安装到位，全员覆盖新型农村社会养老保险，建立2个便民连锁商店。特别是村西主要街道两侧要高标准的绿化、硬化和亮化使槐树凹村的新农村建设提档升级，再上新台阶。六、加强村内环境整治，垃圾要日扫日清，完善环境卫生管理制度，彻底解决脏、乱、差、乱堆乱放，保持道路畅通。门店 房子要进行整顿，统一制作广告牌匾，为居民创造一个优美、洁净、安全、稳定的生活环境，吸引更多人入住，增强房屋租住率，增加农民收入。七、由村委会统一组织管理，成立工程车辆联运公司，为有工程施工车辆户提供便捷服务。八、2012年春节前更换全村巷道路灯，使居民过一个干净、明亮的春节。九、2013年为居民解决电力不足问题，更换增容四台变压器，增加1—2台变压器。十、三年内力争解决居民用气问题，使居民用上干净、节能的天然气。 槐树凹村	1
7860908	中文名称西安西稍门精品酒店地理位置陕西省西安市劳动路1号建成时间2005-04-01酒店星级3; 西安西稍门精品酒店是那种国际三星级酒店标准设计建造的。 酒店拥有各类房型近百套，风格或婉约或典雅、温馨舒适、卓而不俗，可供商务、旅游、会友、休闲。 酒店概况位于西稍门十字东北角，市中心及高新经济技术开发区翘首可望，咸阳国际机场的民航大巴从酒店门口经过，道路四通八达，宽阔通畅，交通十分便利。酒店另有独巨匠心的风格咖啡厅和专业的皇家清池浴所，为您提供贴心周到服务。 微笑的西稍门大酒店全体员工，将把热情，真诚，规范的服务奉献给予您。酒店信息酒店星级：三星级开业时间：2005-04-01装修时间：2005-04-01酒店地址：陕西省西安市劳动路1号 西安西稍门精品酒店	1
8029440	中文名汤原县鹤立中学外文名Tangyuan County Heli middle school简称四中、鹤中校训诚信自强 乐学善思类别初中现任校长独英霞知名校友闫宇所属地区中国佳木斯市汤原县鹤立镇学校地址汤原县鹤立镇忠诚村哈萝公路附近; 鹤立中学是黑龙江佳木斯市的一所中学。 概况鹤立中学，原为汤原县第四中学，后与汤原县第五中学合并。校址位于黑龙江省佳木斯市汤原县鹤立镇忠诚村，哈萝公路（s101）右侧，距离镇政府51米。班级现有教学班12个，全部为初中部分，原高中部与汤原县高级中学合并。教学成绩近几年来，在新一届校领导班子的带领下，鹤立中学教学成绩有显著提高，并有多位学子跻身汤原县中考前10名中。2012年汤原县中考状元邱艳婷就为该校学生，2012年中考全县第5、6、7名均为该校学生。清华大学计算机科学实验班学生，2011年黑龙江高考第四名，2011年佳木斯市第一中学毕业生闫宇就为该校学生。教学环境由于近年来的教学成初中组绩，学校受重视程度显著提高，2013年上半年学校各班级安装了由教育部门提供的班班通教学设备，全面提高了课堂教学及学习效率。2013年7月份，学校教学楼重新装修，并新增加物理、化学、生物三个现代化实验室。学校体育器材也有明显改善，新增加全民健身器材一套，体育测试及活动器材若干。活动重大活动2012年9月5日，邀请国家级心理咨询师李峰到校进行感恩在我心中演讲。体育活动鹤立中学近年来较为重视体育发展，并举办过多届校秋季田径运动会以及普通体育竞赛，其体育成绩在汤原县名列前茅 鹤立中学	4
22943899	一克庐州之战，1853年12月12日，胡以晃部太平军进围庐州(今合肥市)。新任清安徽巡抚江忠源坚守待援，各路清军驰赴解围。太平军逐予击破，连挫敌援，合围府城，并多次穴地爆破，四面环攻。1854年1月14日，再次轰毁水西门城垣，清军惊溃，江忠源败亡。太平军胜利占领庐州。 一克庐州之战	3
21170569	公司类型有限责任公司登记机关福建省莆田市工商行政管理局成立时间2016年02月03日发照时间2016年03月22日; 福建省海恋工贸有限公司于2016年02月03日在福建省莆田市工商行政管理局登记成立。法定代表人郑玉坤，公司经营范围包括鞋帽、服装生产、批发、零售；茶叶、茶具加工等。 企业信息 福建省海恋工贸有限公司	4
13380724	中文名绝世皇妃魅惑众生作者南小妖小说进度连载连载网站云中书城; 《绝世皇妃魅惑众生》是云中书城连载的网络小说，作者是南小妖。 小说类型古装言情内容简介她有着绝世的容颜,却有一颗冰冷的心,自小被义父收养,受非人的训练终成为杀手,却不知自己只是别人复仇和达到政治目的的工具,当一个女人卷入三个国家的政治斗争,她又将何去何从?而她又有着怎样的身世之谜? 绝世皇妃魅惑众生	6
23516730	调兵山市自然资源局是调兵山市人民政府工作部门。 调兵山市自然资源局	4
12529758	作品名称次韵张耕道喜雨见怀兼呈赵宾旸创作年代宋代文学体裁律诗作者方回; 《次韵张耕道喜雨见怀兼呈赵宾旸》 作者方回 ，是宋朝的一部诗词。 作者宋方回诗词正文疲氓多菜色，去守乏棠阴。　　属虑千峰旱，俄闻六月霖。　　面滩船欲涩，茗务井还深。　　香润回瓜圃，声酣起蔗林。　　炎官初恣肆，道暍稍侵寻。　　畏日方焦野，油云忽冒岑。　　此凉甦万病，厥价倍千金。　　解郡虽逾岁，留家尚至今。　　田登欣火贱，屋老惧书淋。　　遥念儿衣醭，兼虞妇灶沈。　　凄清传古调，忧闷豁烦襟。　　拭汗纰练帨，搔头断玉簪。　　却思穿石罅，共坐听泉音。　　韭脆鲜鳞缕，梅芳煮酝斟。　　一江同照影，两地隔论心。　　疑雪佳公子，输君日对吟。注释 次韵张耕道喜雨见怀兼呈赵宾旸	5
15889755	通判劫，电视剧名，报备公司上海飞迈影视制作有限公司。 基本信息报备机构：上海飞迈影视制作有限公司 2006年12月 许可证号：（沪）字第088号剧名编剧导演题材集数拍摄　　日期制作周期联合制作机构通判劫飞迈编剧小组徐明古代传奇102007.12个月上海飞硕影视制作有限公司剧情简介北宋年间，登州知州程元不学无术，贪婪无度，在登州境地胡作非为与四海钱庄庄主李坤相互勾结，鱼肉百姓，渎职敛财。登州通判连连无故身亡，再由朝廷补派，新任登州通判唐真乃是包拯门生，故包拯命展昭陪同唐真履新。唐真到任之后，方知程元与李坤官商勾结，犯下无数贪渎罪行，甚至私造伪币铜钱。李坤见事迹败露，遂唆使手下对唐真和包拯施以毒手，幸赖展昭机警一一将之化解，方才侦破危害朝廷财政之重大弊案，更追出无数涉案官员，进而端正朝纲。演员表角色介绍分集剧情 通判劫	5
20493864	江西省水产学会是江西省农业厅挂靠团体，以马克思列宁主义、毛泽东思想和邓小平理论为指导，团结、动员水产及其相关产业的科技人员以经济建设为中心，遵守宪法、法律、法规和国家政策，遵守社会道德风尚，倡导奉献、创新、求实、协作精神，实施科技兴渔和可持续发展的战略，促进水产科技的普及和推广，促进水产与经济建设的结合，促进全省农村经济的发展。 江西省水产学会	4
23467558	公司名称武汉辰兴弘业信息咨询服务有限公司成立时间2018年10月17日总部地点武汉东湖新技术开发区高新二路22号中国光谷云计算海外高新企业孵化中心1号楼2406室; 武汉辰兴弘业信息咨询服务有限公司于2018年10月17日成立。法定代表人郭慧祥,公司经营范围包括：企业管理咨询；商务信息咨询（不含商务调查）；展览展示及会务服务等。 武汉辰兴弘业信息咨询服务有限公司	4
675508	中文名联想ThinkPad 0A36281电池类型锂离子电池适用机型ThinkPad X220电池组数4芯; 重要参数产品颜色：黑色标准配件笔记本电池 x1说明书 x1合格证 x1主要参数电池类型：锂离子电池电池组数：4芯适用机型：ThinkPad X220其他参数产品颜色：黑色笔记本电池附件包装清单：笔记本电池 x1说明书 x1合格证 x1保修信息保修政策：全国联保质保时间：1年质保备注：1年质保，客户送修详细内容 ：售后服务由品牌厂商提供，支持全国联保，可享有三包服务。如出现产品质量问题或故障，您可查询最近的维修点，由厂商售后解决。也可凭厂商维修中心或特约维修点所提供的质量检测证明，享受7日内退货，15日内换货。超过15日又在质保期内，可享受免费保修等三包服务政策。 联想ThinkPad 0A36281	2
12512369	作品名称念欲春游春既莫矣而在伯微恙不近杯勺作小诗创作年代宋文学体裁五言律诗作者赵蕃; 《念欲春游春既莫矣而在伯微恙不近杯勺作小诗》是宋代诗人赵蕃的作品之一。 作者宋赵蕃诗词正文屡有一杯约，况今三月来。　　属君繙药裹，而我欠诗材。　　楚塞稀红蕊，僧坊剩绿苔。　　几时能出郭，分韵与徘徊。注释 念欲春游春既莫矣而在伯微恙不近杯勺作小诗	5
